LASQ.SA1AZZ,1992.09,Quarterly,8461,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1992.12,Quarterly,17144,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1993.03,Quarterly,4597,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1993.06,Quarterly,19710,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1993.09,Quarterly,45352,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1993.12,Quarterly,1169,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1994.03,Quarterly,18706,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1994.06,Quarterly,40160,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1994.09,Quarterly,23436,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1994.12,Quarterly,13574,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1995.03,Quarterly,50695,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1995.06,Quarterly,63723,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1995.09,Quarterly,15663,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
